,item_id,Wrong_S,Right_S,category,Wrong_W,Right_W,loc,difficulty,reason
783,784,"""얼마만에 만나는 거야?"""," ""얼마 만에 만나는 거야?""",2," ""얼마만에"""," ""얼마 만에"""," ""[얼마 만에] 만나는 거야?""",2, '얼마 만에'로 띄어 써야 합니다. 얼마(명사)+만(의존 명사)+에(조사)
784,785,"""얼마만에 친구를 본 거지?"""," ""얼마 만에 친구를 본 거지?""",2," ""얼마만에"""," ""얼마 만에"""," ""[얼마 만에] 친구를 본 거지?""",2, '얼마 만에'로 띄어 써야 합니다. 얼마(명사)+만(의존 명사)+에(조사)
785,786,"""그게 얼마만의 휴식이었는지 몰라."""," ""그게 얼마 만의 휴식이었는지 몰라.""",2," ""얼마만의"""," ""얼마 만의"""," ""그게 [얼마 만의] 휴식이었는지 몰라.""",2, '얼마 만에'로 띄어 써야 합니다. 얼마(명사)+만(의존 명사)+에(조사)
786,787,"""얼마만인지 감이 안 와."""," ""얼마 만인지 감이 안 와.""",2," ""얼마만인지"""," ""얼마 만인지"""," ""[얼마 만인지] 감이 안 와.""",2, '얼마 만에'로 띄어 써야 합니다. 얼마(명사)+만(의존 명사)+에(조사)
787,788,"""이 문제에 너무 얽메면 안 돼."""," ""이 문제에 너무 얽매면 안 돼.""",0," ""얽메면"""," ""얽매면"""," ""이 문제에 너무 [얽매면] 안 돼.""",3," '얽매다'는 자유롭지 못하게 구속하다라는 뜻이고, '얽메다'는 없는 말이다."
788,789,"""그의 사고방식에 얽메어 다른 관점을 보지 못했다."""," ""그의 사고방식에 얽매여 다른 관점을 보지 못했다.""",0," ""얽메여"""," ""얽매여"""," ""그의 사고방식에 [얽매여] 다른 관점을 보지 못했다.""",3," '얽매다'는 자유롭지 못하게 구속하다라는 뜻이고, '얽메다'는 없는 말이다."
789,790,"""그는 과거의 기억에 얽메여서 그 자리에 멈춰 있었다."""," ""그는 과거의 기억에 얽매여서 그 자리에 멈춰 있었다.""",0," ""얽메여서"""," ""얽매여서"""," ""그는 과거의 기억에 [얽매여서] 그 자리에 멈춰 있었다.""",3," '얽매다'는 자유롭지 못하게 구속하다라는 뜻이고, '얽메다'는 없는 말이다."
790,791,"""그녀는 항상 응큼한 표정을 지어."""," ""그녀는 항상 엉큼한 표정을 지어.""",0," ""응큼한"""," ""엉큼한"""," ""그녀는 항상 [엉큼한] 표정을 지어.""",3, '응큼하다'는 표준어가 아닙니다. '엉큼하다'가 표준어입니다.
791,792,"""그 아이는 정말 애둘러 말을 잘해."""," ""그 아이는 정말 에둘러 말을 잘해.""",0," ""애둘러"""," ""에둘러"""," ""그 아이는 정말 [에둘러] 말을 잘해.""",3, ‘에두르다’는 바로 말하지 않고 짐작하여 알아듣도록 둘러대다라는 뜻이다.
792,793,"""애둘러 설명할 필요가 없었다."""," ""에둘러 설명할 필요가 없었다.""",0," ""애둘러"""," ""에둘러"""," ""[에둘러] 설명할 필요가 없었다.""",3, ‘에두르다’는 바로 말하지 않고 짐작하여 알아듣도록 둘러대다라는 뜻이다.
793,794,"""그는 애둘러서 그의 의견을 제시했다."""," ""그는 에둘러서 그의 의견을 제시했다.""",0," ""애둘러서"""," ""에둘러서"""," ""그는 [에둘러서] 그의 의견을 제시했다.""",3, ‘에두르다’는 바로 말하지 않고 짐작하여 알아듣도록 둘러대다라는 뜻이다.
794,795,"""엔간히 해도 이건 안 되겠다."""," ""앵간히 해도 이건 안 되겠다.""",0," ""앵간히"""," ""엔간히"," ""[엔간히] 해도 이건 안 되겠다.""",4, ‘엔간하다’는 ‘대중으로 보아 정도가 표준에 꽤 가깝다’라는 뜻이다. 이 말은 부사로 쓰일 때에는 ‘엔간히’라고 쓴다.
795,796,"""엔간히 좀 해라."""," ""앵간히 좀 해라.""",0," ""앵간히"""," ""엔간히"""," ""[엔간히] 좀 해라.""",4, ‘엔간하다’는 ‘대중으로 보아 정도가 표준에 꽤 가깝다’라는 뜻이다. 이 말은 부사로 쓰일 때에는 ‘엔간히’라고 쓴다.
796,797,"""그녀는 엔간히도 용서받지 못할 행동을 했다."""," ""그녀는 앵간히도 용서받지 못할 행동을 했다.""",0," ""앵간히"""," ""엔간히"""," ""그녀는 [엔간히]도 용서받지 못할 행동을 했다.""",4, ‘엔간하다’는 ‘대중으로 보아 정도가 표준에 꽤 가깝다’라는 뜻이다. 이 말은 부사로 쓰일 때에는 ‘엔간히’라고 쓴다.
797,798,"""여기에서 부터만이라도 조금만 더 힘내자."""," ""여기에서부터만이라도 조금만 더 힘내자.""",2," ""여기에서 부터만이라도"""," ""여기에서부터만이라도"""," ""[여기에서부터만이라도] 조금만 더 힘내자.""",5, '부터'는 조사입니다. 따라서 앞말에 붙여 써야 합니다.
798,799,"""그는 중요한 역활을 맡고 있다."""," ""그는 중요한 역할을 맡고 있다.""",0," ""역활"""," ""역할"""," ""그는 중요한 [역할]을 맡고 있다.""",1," '역할'은 자기가 마땅히 하여야 할 맡은 바 직책이나 임무를 뜻하며, '역활'은 표준어가 아니다."
799,800,"""이번 프로젝트에서 내 역활이 무엇인가요?"""," ""이번 프로젝트에서 내 역할이 무엇인가요?""",0," ""역활"""," ""역할"""," ""이번 프로젝트에서 내 [역할]이 무엇인가요?""",1," '역할'은 자기가 마땅히 하여야 할 맡은 바 직책이나 임무를 뜻하며, '역활'은 표준어가 아니다."
800,801,"""그의 역활은 매우 중요한 부분을 차지한다."""," ""그의 역할은 매우 중요한 부분을 차지한다.""",0," ""역활"""," ""역할"""," ""그의 [역할]은 매우 중요한 부분을 차지한다.""",1," '역할'은 자기가 마땅히 하여야 할 맡은 바 직책이나 임무를 뜻하며, '역활'은 표준어가 아니다."
801,802,"""그는 회사에서 중요한 역활을 맡고 있다."""," ""그는 회사에서 중요한 역할을 맡고 있다.""",0," ""역활"""," ""역할"""," ""그는 회사에서 중요한 [역할]을 맡고 있다.""",1," '역할'은 자기가 마땅히 하여야 할 맡은 바 직책이나 임무를 뜻하며, '역활'은 표준어가 아니다."
802,803,"""연극에서 주인공의 역활을 잘 해냈다."""," ""연극에서 주인공의 역할을 잘 해냈다.""",0," ""역활"""," ""역할"""," ""연극에서 주인공의 [역할]을 잘 해냈다.""",1," '역할'은 자기가 마땅히 하여야 할 맡은 바 직책이나 임무를 뜻하며, '역활'은 표준어가 아니다."
803,804,"""정부는 국민의 의견을 듣는 역활을 해야 한다."""," ""정부는 국민의 의견을 듣는 역할을 해야 한다.""",0," ""역활"""," ""역할"""," ""정부는 국민의 의견을 듣는 [역할]을 해야 한다.""",1," '역할'은 자기가 마땅히 하여야 할 맡은 바 직책이나 임무를 뜻하며, '역활'은 표준어가 아니다."
804,805,"""드라마에서 악역 역활을 맡은 배우가 인상 깊었다."""," ""드라마에서 악역 역할을 맡은 배우가 인상 깊었다.""",0," ""역활"""," ""역할"""," ""드라마에서 악역 [역할]을 맡은 배우가 인상 깊었다.""",1," '역할'은 자기가 마땅히 하여야 할 맡은 바 직책이나 임무를 뜻하며, '역활'은 표준어가 아니다."
805,806,"""모든 팀원이 각자의 역활을 명확히 알아야 프로젝트가 성공한다."""," ""모든 팀원이 각자의 역할을 명확히 알아야 프로젝트가 성공한다.""",0," ""역활"""," ""역할"""," ""모든 팀원이 각자의 [역할]을 명확히 알아야 프로젝트가 성공한다.""",1," '역할'은 자기가 마땅히 하여야 할 맡은 바 직책이나 임무를 뜻하며, '역활'은 표준어가 아니다."
806,807,"""이번에 새로 방영되는 드라마는 두 주인공의 연예가 중심이다."""," ""이번에 새로 방영되는 드라마는 두 주인공의 연애가 중심이다.""",1," ""연예"""," ""연애"""," ""이번에 새로 방영되는 드라마는 두 주인공의 [연애]가 중심이다.""",3," '연애'는 이성 간에 사랑하는 관계라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주나 일이라는 뜻이다."
807,808,"""연예 기간이 길어졌다."""," ""연애 기간이 길어졌다.""",1," ""연예"""," ""연애"""," ""[연애] 기간이 길어졌다.""",3," '연애'는 이성 간에 사랑하는 관계라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주나 일이라는 뜻이다."
808,809,"""그 드라마는 연예 이야기를 다룬다."""," ""그 드라마는 연애 이야기를 다룬다.""",1," ""연예"""," ""연애"""," ""그 드라마는 [연애] 이야기를 다룬다.""",3," '연애'는 이성 간에 사랑하는 관계라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주나 일이라는 뜻이다."
809,810,"""그들은 계속해서 연예중이다."""," ""그들은 계속해서 연애중이다.""",1," ""연예중이다"""," ""연애중이다"""," ""그들은 계속해서 [연애중이다].""",3," '연애'는 이성 간에 사랑하는 관계라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주나 일이라는 뜻이다."
810,811,"""우리는 연예하는 중입니다."""," ""우리는 연애하는 중입니다.""",1," ""연예하는"""," ""연애하는"""," ""우리는 [연애하는] 중입니다.""",3," '연애'는 이성 간에 사랑하는 관계라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주나 일이라는 뜻이다."
811,812,"""그들은 3년간 연예했다."""," ""그들은 3년간 연애했다.""",1," ""연예했다"""," ""연애했다"""," ""그들은 3년간 [연애했다].""",3," '연애'는 이성 간에 사랑하는 관계라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주나 일이라는 뜻이다."
812,813,"""유명한 연애인은 사생활이 노출되기 쉽다."""," ""유명한 연예인은 사생활이 노출되기 쉽다.""",1," ""연애인"""," ""연예인"""," ""유명한 [연예인]은 사생활이 노출되기 쉽다.""",2," '연애'는 남녀가 서로 애틋하게 그리워하고 사랑함이라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주라는 뜻이다. 따라서 사람들에게 즐거움을 주는 일을 직업으로 하는 사람은 '연예인'이라고 해야 한다. (출처: 국립국어원)"
813,814,"""그 배우는 연예인으로서의 삶을 즐기고 있다."""," ""그 배우는 연예인으로서의 삶을 즐기고 있다.""",1," ""연애인"""," ""연예인"""," ""그 배우는 [연예인]으로서의 삶을 즐기고 있다.""",2," '연애'는 남녀가 서로 애틋하게 그리워하고 사랑함이라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주라는 뜻이다. 따라서 사람들에게 즐거움을 주는 일을 직업으로 하는 사람은 '연예인'이라고 해야 한다. (출처: 국립국어원)"
814,815,"""그 사람 정말 인기 있는 연애인이라며?"""," ""그 사람 정말 인기 있는 연예인이라며?""",1," ""연애인"""," ""연예인"""," ""그 사람 정말 인기 있는 [연예인]이라며?""",2," '연애'는 남녀가 서로 애틋하게 그리워하고 사랑함이라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주라는 뜻이다. 따라서 사람들에게 즐거움을 주는 일을 직업으로 하는 사람은 '연예인'이라고 해야 한다. (출처: 국립국어원)"
815,816,"""요즘 연애인들은 사생활 보호가 어렵다고 하더라."""," ""요즘 연예인들은 사생활 보호가 어렵다고 하더라.""",1," ""연애인"""," ""연예인"""," ""요즘 [연예인]들은 사생활 보호가 어렵다고 하더라.""",2," '연애'는 남녀가 서로 애틋하게 그리워하고 사랑함이라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주라는 뜻이다. 따라서 사람들에게 즐거움을 주는 일을 직업으로 하는 사람은 '연예인'이라고 해야 한다. (출처: 국립국어원)"
816,817,"""그녀는 유명한 한국 연애인이야."""," ""그녀는 유명한 한국 연예인이야.""",1," ""연애인"""," ""연예인"""," ""그녀는 유명한 한국 [연예인]이야.""",2," '연애'는 남녀가 서로 애틋하게 그리워하고 사랑함이라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주라는 뜻이다. 따라서 사람들에게 즐거움을 주는 일을 직업으로 하는 사람은 '연예인'이라고 해야 한다. (출처: 국립국어원)"
817,818,"""연애인은 항상 주목받는 존재야."""," ""연예인은 항상 주목받는 존재야.""",1," ""연애인"""," ""연예인"""," ""[연예인]은 항상 주목받는 존재야.""",2," '연애'는 남녀가 서로 애틋하게 그리워하고 사랑함이라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주라는 뜻이다. 따라서 사람들에게 즐거움을 주는 일을 직업으로 하는 사람은 '연예인'이라고 해야 한다. (출처: 국립국어원)"
818,819,"""그는 연애인으로서의 삶을 즐기고 있어."""," ""그는 연예인으로서의 삶을 즐기고 있어.""",1," ""연애인"""," ""연예인"""," ""그는 [연예인]으로서의 삶을 즐기고 있어.""",2," '연애'는 남녀가 서로 애틋하게 그리워하고 사랑함이라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주라는 뜻이다. 따라서 사람들에게 즐거움을 주는 일을 직업으로 하는 사람은 '연예인'이라고 해야 한다. (출처: 국립국어원)"
819,820,"""나는 언제나 그 일을 염두해 두고 있어."""," ""나는 언제나 그 일을 염두에 두고 있어.""",0," ""염두해 두고"""," ""염두에 두고"""," ""나는 언제나 그 일을 [염두에 두고] 있어.""",3, '염두'는 마음속이라는 뜻이다. 따라서 '염두하다'라는 말은 없다.
820,821,"""계획을 세울 때 중요한 점을 염두해 두어야 한다."""," ""계획을 세울 때 중요한 점을 염두에 두어야 한다.""",0," ""염두해 두어야"""," ""염두에 두어야"""," ""계획을 세울 때 중요한 점을 [염두에 두어야] 한다.""",3, '염두'는 마음속이라는 뜻이다. 따라서 '염두하다'라는 말은 없다.
821,822,"""그는 모든 가능성을 염두해 두지 않았다."""," ""그는 모든 가능성을 염두에 두지 않았다.""",0," ""염두해 두지"""," ""염두에 두지"""," ""그는 모든 가능성을 [염두에 두지] 않았다.""",3, '염두'는 마음속이라는 뜻이다. 따라서 '염두하다'라는 말은 없다.
822,823,"""그는 영낙없이 한 번에 성공해냈다."""," ""그는 영락없이 한 번에 성공해냈다.""",0," ""영낙없이"""," ""영락없이"""," ""그는 [영락없이] 한 번에 성공해냈다.""",3,영락(零落)은 초목의 잎이 시들어 떨어짐 또는 세력이나 살림이 줄어들어 보잘것없이 됨을 뜻하는 말이다. ‘영락없다’는 조금도 틀리지 아니하고 꼭 들어맞음을 뜻한다.
823,824,"""결과는 영낙없이 내가 예상한 대로였다."""," ""결과는 영락없이 내가 예상한 대로였다.""",0," ""영낙없이"""," ""영락없이"""," ""결과는 [영락없이] 내가 예상한 대로였다.""",3,영락(零落)은 초목의 잎이 시들어 떨어짐 또는 세력이나 살림이 줄어들어 보잘것없이 됨을 뜻하는 말이다. ‘영락없다’는 조금도 틀리지 아니하고 꼭 들어맞음을 뜻한다.
